time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010451850000	7.18288	20.2183	4.96431	3.55538	0.486792	radar	0.24349	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.91888	20.1351	5.01179	3.56792	0.474323	lidar	0.809074	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.69563	20.0428	4.9936	3.58471	0.464141	radar	0.542357	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.44712	19.9513	5.02114	3.59819	0.454117	lidar	0.434617	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.23179	19.8575	5.00131	3.61531	0.448426	radar	2.87493	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.96886	19.7636	5.04958	3.62346	0.433608	lidar	0.981817	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.73984	19.6194	5.08897	3.65802	0.453755	radar	1.85167	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.55955	19.4978	5.03369	3.68547	0.459368	lidar	1.28715	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.35792	19.3492	5.0295	3.71703	0.46965	radar	1.7064	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.14368	19.2478	5.01848	3.72757	0.457135	lidar	1.98367	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.95318	19.1349	4.96053	3.73962	0.439977	radar	4.68922	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78711	18.985	4.91676	3.7717	0.450755	lidar	0.658641	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
